137262504;36.26853;-115.1822;-2.010309;0.6330052
137292460;36.26899;-115.1822;-2.010309;0.6330134
137292463;36.26946;-115.1822;-2.010309;0.6330215
137292467;36.27016;-115.1822;-2.010309;0.6330338
137309413;36.26894;-115.1843;-2.010346;0.6330124
137309415;36.26882;-115.1888;-2.010424;0.6330103
137311265;36.2693;-115.171;-2.010114;0.6330187
137311268;36.26918;-115.1754;-2.01019;0.6330166
137311271;36.26913;-115.1778;-2.010232;0.6330158
137311274;36.26906;-115.1799;-2.010268;0.6330146
137319907;36.26157;-115.1845;-2.010348;0.6328837
137319908;36.26415;-115.1844;-2.010347;0.6329288
137319910;36.26525;-115.1844;-2.010347;0.632948
137319915;36.27081;-115.1843;-2.010345;0.633045
137319919;36.27264;-115.1843;-2.010345;0.6330771
137332252;36.27164;-115.1799;-2.010268;0.6330596
137332254;36.27161;-115.1805;-2.010278;0.633059
137332257;36.2716;-115.1809;-2.010286;0.6330588
137332260;36.2716;-115.1813;-2.010293;0.6330588
137332262;36.27158;-115.1822;-2.010308;0.6330584
137332265;36.27152;-115.1837;-2.010335;0.6330574
137382464;36.27613;-115.1886;-2.010421;0.6331379
137405758;36.26615;-115.1799;-2.010268;0.6329637
137420321;36.2616;-115.1799;-2.010269;0.6328844
137430795;36.26534;-115.1799;-2.010269;0.6329497
137433930;36.27294;-115.1754;-2.01019;0.6330822
137433933;36.27296;-115.1748;-2.01018;0.6330827
137498756;36.2695;-115.1808;-2.010284;0.6330221
137498759;36.26942;-115.1837;-2.010336;0.6330208
137537577;36.27226;-115.1822;-2.010309;0.6330704
137537579;36.27223;-115.1837;-2.010335;0.6330698
137542744;36.27012;-115.1838;-2.010336;0.633033
137542747;36.27013;-115.1836;-2.010333;0.6330331
137547668;36.27279;-115.1798;-2.010267;0.6330796
137568331;36.27303;-115.1729;-2.010147;0.6330838
137568344;36.27271;-115.1822;-2.010309;0.6330782
137585642;36.27231;-115.1805;-2.010278;0.6330712
137594017;36.26786;-115.1822;-2.010309;0.6329936
137595282;36.26788;-115.1814;-2.010294;0.6329939
137595284;36.26865;-115.1814;-2.010294;0.6330074
137604933;36.26555;-115.1889;-2.010425;0.6329533
137604936;36.26759;-115.1888;-2.010424;0.6329888
137604939;36.27377;-115.1887;-2.010421;0.6330966
137654856;36.27087;-115.182;-2.010305;0.633046
137679202;36.26791;-115.1799;-2.010268;0.6329944
137679205;36.26791;-115.1805;-2.010279;0.6329944
137691571;36.27229;-115.1813;-2.010293;0.6330709
137708542;36.26422;-115.1799;-2.010269;0.63293
137738781;36.26867;-115.1805;-2.010279;0.6330076
137743492;36.26367;-115.1799;-2.010269;0.6329204
137743500;36.26685;-115.1799;-2.010268;0.632976
137743503;36.26971;-115.1799;-2.010268;0.6330259
137743505;36.27057;-115.1799;-2.010268;0.6330408
137743507;36.27139;-115.1799;-2.010268;0.6330551
302180514;36.28118;-115.1904;-2.010451;0.6332261
876788126;36.27621;-115.1912;-2.010466;0.6331393
876797929;36.26885;-115.192;-2.010479;0.6330109
876797930;36.26887;-115.1933;-2.010503;0.6330112
876797931;36.26889;-115.1946;-2.010525;0.6330116
876797932;36.26892;-115.1963;-2.010555;0.6330121
876797933;36.26894;-115.1978;-2.010581;0.6330124
876797934;36.26896;-115.2;-2.010619;0.6330127
876797935;36.26896;-115.2006;-2.01063;0.6330128
977249493;36.27725;-115.1887;-2.010422;0.6331575
977249495;36.27814;-115.1887;-2.010422;0.633173
977249497;36.27921;-115.1888;-2.010423;0.6331916
977249498;36.27946;-115.1888;-2.010424;0.6331961
977249499;36.27972;-115.1889;-2.010426;0.6332006
977249500;36.28055;-115.1895;-2.010436;0.6332151
977250529;36.27651;-115.1798;-2.010267;0.6331445
1122711553;36.27602;-115.1925;-2.010489;0.633136
1122711577;36.27818;-115.1887;-2.010422;0.6331738
1122711624;36.2744;-115.1944;-2.010522;0.6331078
1122711627;36.27283;-115.1962;-2.010553;0.6330804
1122711649;36.27627;-115.1855;-2.010366;0.6331403
1122711655;36.273;-115.1958;-2.010546;0.6330833
1122711659;36.27621;-115.1915;-2.010471;0.6331394
1122711694;36.27262;-115.1973;-2.010572;0.6330767
1122711836;36.27265;-115.1977;-2.010579;0.6330772
1122711975;36.27532;-115.1938;-2.010512;0.6331238
1122711996;36.2748;-115.1942;-2.010518;0.6331146
1122712038;36.2733;-115.1954;-2.010539;0.6330886
1122712084;36.27614;-115.1922;-2.010483;0.6331381
